0,153462
1,153462
2,153462
3,153462
4,153462
5,153462
6,153462
7,153462
8,153462
9,153462
10,153462
11,153462
12,153462
13,153462
14,153462
15,153462
16,153462
17,153462
18,153462
19,153462
20,153462
21,153462
22,153462
23,153462
24,153462
25,153462
26,153462
27,153462
28,153462
29,153462
30,153462
31,153462
32,153462
33,153462
34,153462
35,153462
36,153462
37,153462
38,153462
39,153462
40,153462
41,153462
42,153462
43,153462
44,153462
45,153462
46,153462
47,153462
48,153462
49,153462
50,153462
51,153462
52,153462
53,153462
54,153462
55,153462
56,153462
57,153462
58,153462
59,153462
60,153462
61,153462
62,153462
63,153462
64,153462
65,153462
66,153462
67,153462
68,153462
69,153462
70,153462
71,153462
72,153462
73,153462
74,153462
75,153462
76,153462
77,153462
78,153462
79,153462
80,153462
81,153462
82,153462
83,153462
84,153462
85,153462
86,153462
87,153462
88,153462
89,153462
90,153462
91,153462
92,153462
93,153462
94,153462
95,153462
96,153462
97,153462
98,153462
99,153462
100,153462
101,153462
102,153462
103,153462
104,153462
105,153462
106,153462
107,153462
108,153462
109,153462
110,153462
111,153462
112,153462
113,153462
114,153462
115,153462
116,153462
117,153462
118,153462
119,153462
120,153462
121,153462
122,153462
123,153462
124,153462
125,153462
126,153462
127,153462
128,153462
129,153462
130,153462
131,153462
132,153462
133,153462
134,153462
135,153462
136,153462
137,153462
138,153462
139,153462
140,153462
141,153462
142,153462
143,153462
144,140682
145,140682
146,140682
147,140682
148,140682
149,140682
150,140682
151,140682
152,140682
153,140682
154,140682
155,140682
156,140682
157,140682
158,140682
159,140682
160,140682
161,140682
162,139805
163,139805
164,139805
165,139805
166,139805
167,139805
168,139805
169,139805
170,139805
171,139805
172,139805
173,139805
174,139805
175,139805
176,137867
177,137867
178,137867
179,137867
180,137867
181,137867
182,137867
183,137867
184,137867
185,137867
186,137867
187,137867
188,137867
189,137867
190,137867
191,137867
192,137867
193,137867
194,137867
195,137383
196,137383
197,129569
198,129569
199,129569
200,129569
201,129569
202,129569
203,129569
204,129569
205,129569
206,125945
207,123934
208,123934
209,123934
210,123934
211,123934
212,123934
213,123934
214,123934
215,123934
216,123934
217,123934
218,123934
219,123934
220,123934
221,123934
222,123934
223,123934
224,123934
225,123934
226,123934
227,123934
228,123934
229,123934
230,123934
231,123934
232,123934
233,123934
234,123934
235,123934
236,123934
237,123934
238,123934
239,120427
240,120427
241,120427
242,120427
243,120427
244,120427
245,120427
246,120427
247,120427
248,120427
249,120427
250,120427
251,120427
252,120427
253,120427
254,120427
255,120427
256,120427
257,120427
258,120427
259,120427
260,120427
261,120427
262,120427
263,120427
264,120427
265,120427
266,120427
267,120427
268,120427
269,120427
270,120427
271,120427
272,120427
273,120427
274,120427
275,120427
276,120427
277,119479
278,119479
279,119479
280,119479
281,119479
282,119479
283,119479
284,119479
285,119479
286,119479
287,119479
288,119479
289,118229
290,118229
291,118229
292,118229
293,118229
294,118229
295,118229
296,118229
297,118229
298,118229
299,118229
300,118229
301,118229
302,118229
303,118229
304,118229
305,118229
306,118229
307,118229
308,118229
309,118229
310,118229
311,117326
312,117326
313,117326
314,117326
315,117326
316,117326
317,117326
318,117326
319,117326
320,117326
321,117326
322,117326
323,117326
324,117326
325,117326
326,116492
327,116492
328,116492
329,116492
330,116492
331,116492
332,116492
333,116492
334,116492
335,116492
336,116492
337,116492
338,116492
339,116492
340,116492
341,116492
342,116492
343,116492
344,116492
345,116492
346,116492
347,116492
348,116492
349,116492
350,116492
351,116492
352,116492
353,116492
354,115977
355,115977
356,115977
357,114083
358,114083
359,114083
360,114083
361,114083
362,114083
363,114083
364,114083
365,114083
366,114083
367,114083
368,114083
369,114083
370,114083
371,114083
372,114083
373,114083
374,114083
375,114083
376,114083
377,114083
378,114083
379,114083
380,114083
381,114083
382,114083
383,114083
384,114083
385,114083
386,113791
387,113791
388,113791
389,113791
390,113791
391,113791
392,113791
393,113791
394,113791
395,113205
396,113205
397,113205
398,113205
399,113205
400,113205
401,113205
402,113205
403,113205
404,113205
405,112849
406,112849
407,112849
408,112849
409,112849
410,112849
411,112849
412,112849
413,112849
414,112849
415,112849
416,112849
417,112849
418,112849
419,112849
420,112849
421,112849
422,112849
423,112849
424,112849
425,112849
426,112849
427,112849
428,112849
429,112849
430,112548
431,112548
432,112548
433,112548
434,112548
435,112548
436,112548
437,112548
438,112548
439,112548
440,112548
441,112548
442,112548
443,112548
444,112548
445,112548
446,112548
447,112548
448,112548
449,112548
450,112548
451,112548
452,112548
453,112548
454,112548
455,112548
456,112548
457,112548
458,112548
459,112548
460,112548
461,112548
462,112548
463,112548
464,112548
465,112548
466,112548
467,112548
468,112548
469,112548
470,112548
471,112548
472,112548
473,112548
474,112548
475,112548
476,112548
477,112548
478,112548
479,112548
480,112548
481,112548
482,112548
483,112548
484,112548
485,112548
486,112548
487,112548
488,112548
489,112548
490,112548
491,112548
492,112548
493,112548
494,112548
495,112548
496,112548
497,111888
498,111888
499,111888
500,111888
501,111888
502,111888
503,111888
504,111888
505,111888
506,111888
507,111888
508,111888
509,111888
510,111888
511,111888
512,111888
513,111888
514,111888
515,111888
516,111888
517,111888
518,111888
519,111888
520,111888
521,111888
522,111888
523,111888
524,111888
525,111888
526,111888
527,111888
528,111888
529,111888
530,111888
531,111888
532,111888
533,111888
534,111888
535,111888
536,111888
537,111888
538,111888
539,111888
540,111888
541,111888
542,111888
543,111888
544,111888
545,111664
546,111664
547,111664
548,111664
549,111664
550,111664
551,111664
552,111664
553,111664
554,111664
555,111664
556,111664
557,111664
558,111664
559,111664
560,111664
561,111664
562,111664
563,111664
564,111664
565,111664
566,111664
567,111388
568,111388
569,111388
570,111388
571,111388
572,111388
573,111388
574,111388
575,111388
576,111388
577,111388
578,111388
579,111388
580,111355
581,111355
582,111355
583,111355
584,111355
585,111355
586,111355
587,111355
588,111355
589,111355
590,111355
591,111355
592,110831
593,110831
594,110831
595,110831
596,110831
597,110831
598,110831
599,110831
600,110831
601,110831
602,110831
603,110831
604,110831
605,110831
606,110831
607,110831
608,110831
609,110831
610,110831
611,110831
612,110831
613,110831
614,110831
615,110326
616,110326
617,110326
618,110326
619,110326
620,110326
621,110326
622,110326
623,110326
624,110326
625,110326
626,110326
627,110326
628,110326
629,110326
630,110326
631,110326
632,110326
633,110326
634,110326
635,110326
636,110326
637,110326
638,110326
639,110326
640,110326
641,110326
642,110326
643,110326
644,110326
645,110326
646,110326
647,110326
648,109885
649,109885
650,109885
651,109885
652,109885
653,109885
654,109885
655,109885
656,109885
657,109885
658,109885
659,109885
660,109885
661,109885
662,109885
663,109885
664,109885
665,109885
666,109885
667,109885
668,109885
669,109885
670,109800
671,109800
672,109800
673,109800
674,109800
675,109800
676,109800
677,109800
678,109800
679,109800
680,109800
681,109800
682,109800
683,109800
684,109800
685,109800
686,109800
687,109800
688,109800
689,109800
690,109800
691,109800
692,109800
693,109800
694,109800
695,109800
696,109800
697,109800
698,109800
699,109800
700,109800
701,109800
702,109800
703,109800
704,109800
705,109800
706,109800
707,109800
708,109800
709,109800
710,109800
711,109800
712,109800
713,109800
714,109800
715,109800
716,109800
717,109800
718,109800
719,109800
720,109800
721,109800
722,109800
723,109800
724,109800
725,109765
726,109765
727,109765
728,109765
729,109765
730,109765
731,109765
732,109765
733,109765
734,109765
735,109765
736,109765
737,109765
738,109765
739,109765
740,109765
741,109765
742,109765
743,109765
744,109765
745,109765
746,109765
747,109765
748,109765
749,109765
750,109765
751,109765
752,109765
753,109765
754,109765
755,109765
756,109765
757,109765
758,109765
759,109765
760,109765
761,109765
762,109765
763,109765
764,109765
765,109765
766,109765
767,109765
768,109765
769,109765
770,109765
771,109765
772,109765
773,109765
774,109765
775,109765
776,109765
777,109765
778,109765
779,109765
780,109765
781,109765
782,109765
783,109765
784,109765
785,109765
786,109765
787,109765
788,109765
789,109765
790,109765
791,109765
792,109765
793,109765
794,109765
795,109765
796,109765
797,109765
798,109765
799,109765
800,109765
801,109765
802,109765
803,109765
804,109765
805,109765
806,109765
807,109765
808,109765
809,109765
810,109765
811,109765
812,109765
813,109765
814,109765
815,109765
816,109765
817,109765
818,109765
819,109765
820,109765
821,109765
822,109765
823,109765
824,109765
825,109765
826,109765
827,109765
828,109765
829,109765
830,109765
831,109765
832,109765
833,109765
834,109765
835,109765
836,109765
837,109765
838,109765
839,109765
840,109765
841,109765
842,109765
843,109765
844,109765
845,109765
846,109765
847,109765
848,109765
849,109765
850,109765
851,109765
852,109765
853,109765
854,109765
855,109765
856,109765
857,109765
858,109765
859,109765
860,109765
861,109765
862,109765
863,109765
864,109765
865,109765
866,109765
867,109765
868,109765
869,109765
870,109765
871,109765
872,109765
873,109765
874,109765
875,109765
876,109765
877,109765
878,109765
879,109765
880,109765
881,109765
882,109765
883,109765
884,109765
885,109765
886,109765
887,109765
888,109765
889,109765
890,109765
891,109765
892,109765
893,109765
894,109765
895,109765
896,109765
897,109765
898,109765
899,109765
900,109765
901,109765
902,109765
903,109765
904,109765
905,109765
906,109765
907,109765
908,109765
909,109765
910,109765
911,109765
912,109765
913,109765
914,109765
915,109765
916,109765
917,109765
918,109765
919,109765
920,109765
921,109765
922,109765
923,109765
924,109765
925,109765
926,109765
927,109765
928,109765
929,109765
930,109765
931,109765
932,109765
933,109765
934,109765
935,109765
936,109765
937,109765
938,109765
939,109765
940,109765
941,109765
942,109765
943,109765
944,109765
945,109765
946,109765
947,109765
948,109765
949,109765
950,109765
951,109765
952,109765
953,109765
954,109765
955,109765
956,109765
957,109765
958,109765
959,109765
960,109765
961,109765
962,109765
963,109765
964,109765
965,109765
966,109765
967,109765
968,109765
969,109765
970,109765
971,109765
972,109765
973,109765
974,109765
975,109765
976,109765
977,109765
978,109765
979,109765
980,109765
981,109765
982,109765
983,109765
984,109765
985,109765
986,109765
987,109765
988,109765
989,109765
990,109765
991,109765
992,109765
993,109765
994,109765
995,109765
996,109765
997,109765
998,109765
999,109765
1000,109765
1001,109765
1002,109765
1003,109765
1004,109765
1005,109765
1006,109765
1007,109765
1008,109765
1009,109765
1010,109765
1011,109765
1012,109765
1013,109765
1014,109765
1015,109765
1016,109765
1017,109765
1018,109765
1019,109765
1020,109765
1021,109765
1022,109765
1023,109765
1024,109765
1025,109765
1026,109765
1027,109765
1028,109765
1029,109765
1030,109765
1031,109765
1032,109765
1033,109765
1034,109765
1035,109765
1036,109765
1037,109765
1038,109765
1039,109765
1040,109765
1041,109765
1042,109765
1043,109765
1044,109765
1045,109765
1046,109765
1047,109765
1048,109765
1049,109765
1050,109765
1051,109765
1052,109765
1053,109765
1054,109765
1055,109765
1056,109765
1057,109765
1058,109765
1059,109765
1060,109765
1061,109765
1062,109765
1063,109765
1064,109765
1065,109765
1066,109765
1067,109765
1068,109765
1069,109765
1070,109765
1071,109765
1072,109765
1073,109765
1074,109765
1075,109765
1076,109765
1077,109765
1078,109765
1079,109765
1080,109765
1081,109765
1082,109765
1083,109765
1084,109765
1085,109765
1086,109765
1087,109765
1088,109765
1089,109765
1090,109765
1091,109765
1092,109765
1093,109765
1094,109765
1095,109765
1096,109765
1097,109765
1098,109765
1099,109765
1100,109765
1101,109765
1102,109765
1103,109765
1104,109765
1105,109765
1106,109765
1107,109765
1108,109765
1109,109765
1110,109765
1111,109765
1112,109765
1113,109765
1114,109765
1115,109765
1116,109765
1117,109765
1118,109765
